Operator,Recipe Name,Product,Process,Layer,Side,Lot,MeasTime,Obj,Unit,Meas Type,X Pos,Y Pos,Z Pos,Status,T1_Thk(um),T2_Thk(um),T3_Thk(um),T4_Thk(um),T5_Thk(um),T1_TW(um),T2_TW(um),T3_TW(um),T4_TW(um),T5_TW(um),T1_MW(um),T2_MW(um),T3_MW(um),T4_MW(um),T5_MW(um),T1_BW(um),T2_BW(um),T3_BW(um),T4_BW(um),T5_BW(um),S1_TW(um),S2_TW(um),S3_TW(um),S4_TW(um),S5_TW(um),S1_MW(um),S2_MW(um),S3_MW(um),S4_MW(um),S5_MW(um),S1_BW(um),S2_BW(um),S3_BW(um),S4_BW(um),S5_BW(um),T1_Ra(um),T2_Ra(um),T3_Ra(um),T4_Ra(um),T5_Ra(um),T1_Rq(um),T2_Rq(um),T3_Rq(um),T4_Rq(um),T5_Rq(um),T1_Rt(um),T2_Rt(um),T3_Rt(um),T4_Rt(um),T5_Rt(um),T1_Rp(um),T2_Rp(um),T3_Rp(um),T4_Rp(um),T5_Rp(um),T1_Rv(um),T2_Rv(um),T3_Rv(um),T4_Rv(um),T5_Rv(um),T1_Rz(um),T2_Rz(um),T3_Rz(um),T4_Rz(um),T5_Rz(um),S1_Ra(um),S2_Ra(um),S3_Ra(um),S4_Ra(um),S5_Ra(um),S1_Rq(um),S2_Rq(um),S3_Rq(um),S4_Rq(um),S5_Rq(um),S1_Rt(um),S2_Rt(um),S3_Rt(um),S4_Rt(um),S5_Rt(um),S1_Rp(um),S2_Rp(um),S3_Rp(um),S4_Rp(um),S5_Rp(um),S1_Rv(um),S2_Rv(um),S3_Rv(um),S4_Rv(um),S5_Rv(um),S1_Rz(um),S2_Rz(um),S3_Rz(um),S4_Rz(um),S5_Rz(um),T1_MW_Core(um),T2_MW_Core(um),T3_MW_Core(um),T4_MW_Core(um),T5_MW_Core(um),
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:05:34,1,2,TRACE7,512.669,151.759,-22.226,-,15.9281,16.2286,16.4547,16.3239,15.7004,64.3943,63.7553,65.6617,65.2377,,66.6440,66.1070,68.0505,67.4815,,69.4506,68.9028,70.7784,70.1664,,,86.8184,85.4262,85.5873,85.3166,,84.5066,82.9527,83.3733,83.3933,,81.8786,80.1159,80.6478,80.9878,0.4336,0.3981,0.4087,0.3964,1.1713,0.5383,0.4995,0.5085,0.4952,1.5223,3.8468,4.4081,3.9152,3.9301,9.5509,1.9349,2.4624,1.8741,1.9827,4.3877,1.9119,1.9458,2.0411,1.9474,5.1632,3.3920,3.4078,3.3922,3.3595,4.9671,0.7577,0.5500,0.5749,0.5491,0.5653,0.9917,0.6971,0.7318,0.7073,0.7213,8.0053,5.8916,7.1413,7.2108,6.4028,4.3052,3.0840,3.3678,3.0056,2.9180,3.7001,2.8075,3.7734,4.2052,3.4848,7.1070,5.2944,5.9664,5.7937,5.4660,66.9224,66.3290,68.2200,67.7020,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:05:55,1,2,TRACE8,516.336,151.968,-22.224,-,16.6140,16.7019,16.3637,16.3684,16.6708,63.2839,65.3175,63.9683,65.6089,,65.2879,67.4557,66.2365,67.8423,,67.8867,70.2023,68.8670,70.5670,21.8953,,85.6421,86.3968,85.4134,86.0191,,83.5642,84.1301,83.2318,83.8359,,80.9181,81.4033,80.5894,81.0330,0.4916,0.4811,0.5243,0.4617,0.3853,0.6045,0.5985,0.6456,0.5766,0.4987,3.8257,4.8511,4.4614,3.9743,3.8380,1.8619,2.4517,2.1260,2.0566,1.8481,1.9638,2.3994,2.3354,1.9177,1.9899,3.5884,3.9661,3.9452,3.6021,2.3391,0.8694,0.6295,0.5871,0.5987,0.5900,1.1399,0.7863,0.7432,0.7534,0.7442,8.6252,6.8606,5.9735,5.6251,5.4430,4.5666,3.5204,3.0512,2.7813,2.7125,4.0586,3.3402,2.9224,2.8438,2.7304,7.8229,6.3097,5.3387,5.1632,4.8896,65.5853,67.7599,66.4176,68.0880,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:06:17,1,2,TRACE9,449.660,167.379,-22.217,-,16.6428,16.4520,16.3533,16.6091,16.7183,33.4331,32.1533,33.4002,33.7921,,36.1639,34.6801,35.9694,36.5488,,38.6988,37.0384,38.8985,39.0484,,,53.8705,54.8058,54.3679,51.4076,,51.2082,52.2949,51.6484,48.6402,,49.0481,49.4525,48.9391,46.3350,0.3609,0.3999,0.3653,0.4270,1.2443,0.4470,0.4899,0.4540,0.5277,1.5500,2.7156,2.9858,2.9205,3.3750,9.0518,1.3186,1.4459,1.4216,1.5007,4.0762,1.3970,1.5400,1.4989,1.8743,4.9755,2.6219,2.8616,2.7145,3.0024,7.8198,1.4731,0.7104,0.6521,0.6907,0.7175,1.7984,0.8919,0.8221,0.8742,0.8940,10.3650,5.8421,5.4639,5.8146,6.3271,5.4746,2.8693,2.6320,2.7873,3.0199,4.8904,2.9728,2.8319,3.0273,3.3072,8.1705,5.4539,5.1657,5.4783,5.6870,36.0660,34.5958,36.1494,36.4203,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:06:38,1,2,TRACE10,450.073,163.826,-22.214,-,16.1895,16.5123,16.6009,16.3620,,38.0479,37.9925,37.1386,33.8426,,40.3549,40.4709,39.5401,35.7476,,42.4932,42.6188,41.7684,37.5697,,,60.6178,63.4292,61.8246,,,58.1703,60.9428,59.4744,,,55.9899,58.7785,57.3794,,0.4348,0.3508,0.3693,0.3862,,0.5551,0.4355,0.4640,0.4817,,3.6658,2.9015,3.4744,3.7353,,1.6225,1.3560,1.6301,1.7902,,2.0433,1.5455,1.8442,1.9451,,3.4489,2.6682,2.9481,3.0836,,1.5300,0.6647,0.6386,0.7252,0.7923,1.9288,0.8273,0.8083,0.9162,0.9827,14.3152,5.9335,6.0800,6.2112,6.2120,7.3677,2.8717,2.8332,2.9667,2.9357,6.9474,3.0618,3.2468,3.2445,3.2763,10.6496,5.3364,5.6192,5.7511,5.8819,40.2705,40.3057,39.4535,35.7061,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:06:59,1,2,TRACE11,443.364,165.027,-22.216,-,16.6460,16.8656,16.9356,16.7218,,38.7451,40.6717,38.7930,38.8150,,40.7964,42.9407,41.1631,41.0803,,42.8105,44.9209,43.1404,43.2910,,,61.2283,60.9201,60.8162,,,59.1073,58.4976,58.4523,,,56.9916,56.5821,56.5144,,0.4985,0.3868,0.4173,0.4525,,0.6066,0.4836,0.5181,0.5562,,3.7117,3.1924,3.4019,3.5006,,1.8201,1.6052,1.7727,1.7018,,1.8916,1.5872,1.6292,1.7988,,3.4768,2.9529,3.0584,3.2951,,0.9423,0.7084,0.7022,0.7441,0.7989,1.2219,0.8915,0.8828,0.9414,0.9957,8.6729,5.6266,5.7872,6.2499,6.4225,4.4848,2.7656,2.8072,3.0800,2.9350,4.1881,2.8610,2.9801,3.1699,3.4874,8.0288,5.4997,5.4229,5.5774,5.9907,40.7778,42.7963,40.9667,41.0530,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:07:20,1,2,TRACE12,443.363,164.988,-22.216,-,16.2716,16.4643,16.6067,16.4170,16.0124,38.7943,40.6871,38.8519,38.8603,,40.7504,42.9943,41.2115,41.0914,,42.6144,44.9172,43.1487,43.2067,,,61.1024,60.7853,60.9240,59.3210,,59.0366,58.3313,58.5402,58.0002,,57.0902,56.4319,56.6439,56.3492,0.4528,0.3924,0.4311,0.4587,2.3063,0.5513,0.4892,0.5401,0.5633,2.7012,3.5194,2.9886,3.1560,3.5685,12.1627,1.6605,1.4860,1.5166,1.8327,4.7161,1.8589,1.5026,1.6394,1.7358,7.4467,3.2281,2.8899,3.0482,3.3343,10.9504,0.7685,0.6805,0.6910,0.7042,0.8500,0.9665,0.8572,0.8676,0.8917,1.0431,6.2198,5.3934,5.5772,5.7366,6.6783,3.0899,2.6559,2.7941,2.8106,3.2985,3.1298,2.7375,2.7831,2.9260,3.3798,6.1258,5.3335,5.3587,5.4790,6.1965,40.7043,42.8021,41.0003,41.0335,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:07:42,1,2,TRACE13,448.856,154.661,-22.218,-,16.7574,16.1746,16.2284,16.4868,,,45.8598,46.5139,48.4112,,,48.0114,48.7286,50.4440,,,50.0058,50.7972,52.5520,,79.0562,79.0873,77.0000,,,76.9986,76.7858,74.8403,,,74.9734,74.7142,72.7744,,,0.4085,0.4389,0.4215,0.4210,,0.5053,0.5447,0.5241,0.5231,,3.3765,3.7090,3.2856,3.2451,,1.6406,1.9091,1.6787,1.6779,,1.7359,1.7999,1.6069,1.5672,,3.0713,3.3049,3.1809,3.0583,,0.7600,0.7303,0.7329,0.7222,,0.9269,0.9189,0.9104,0.9029,,5.7225,5.7715,5.8681,5.5937,,2.7220,2.8883,2.9291,2.6890,,3.0005,2.8832,2.9390,2.9046,,5.4367,5.6642,5.6277,5.4051,,,47.9328,48.6556,50.4816,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:08:04,1,2,TRACE14,450.227,151.848,-22.217,-,16.2440,16.6937,16.4487,16.4422,,59.4897,59.2241,59.6330,60.7343,,61.6214,61.3879,61.7207,62.9414,,64.1368,63.9903,64.5404,66.0114,,,91.1943,90.6069,91.4163,,,89.1604,88.4580,89.2667,82.5111,,86.6603,85.8885,86.2097,78.7254,0.3902,0.3963,0.4506,0.4266,,0.4839,0.4883,0.5585,0.5299,,4.1138,3.2032,3.4890,3.6363,,1.7614,1.4005,1.6030,1.7957,,2.3523,1.8027,1.8861,1.8407,,3.1272,2.9641,3.2294,3.2895,,2.1159,0.5709,0.7549,0.9792,1.6634,2.6988,0.7390,0.9864,1.3198,2.2092,17.3399,6.8674,9.1158,10.6982,16.5040,8.3983,3.7620,4.8001,6.0947,9.2097,8.9415,3.1055,4.3157,4.6035,7.2943,15.3826,6.0899,7.8221,9.8619,14.7337,61.8132,61.6072,62.0867,63.3729,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:08:25,1,2,TRACE15,446.942,152.164,-22.221,-,16.2876,16.3485,16.6033,16.3095,,62.4178,62.1558,61.8484,62.3345,,64.5087,64.2378,63.9800,64.4735,,67.0048,66.7600,66.9236,67.5324,,,87.0416,88.2757,88.7236,,,84.8483,86.1859,86.5802,,,82.2862,83.4177,83.7293,,0.3979,0.4107,0.4157,0.4422,,0.4907,0.5107,0.5151,0.5509,,3.4603,3.3250,4.3968,4.1769,,1.7543,1.5626,2.3533,1.9461,,1.7060,1.7624,2.0435,2.2308,,2.9880,3.1166,3.3211,3.4609,,0.8234,0.5911,0.6882,1.1647,1.4210,1.1076,0.7558,0.9161,1.5900,1.9336,10.9471,7.5696,8.2800,12.3058,16.5472,5.6316,4.1251,4.2606,7.4672,9.7304,5.3155,3.4444,4.0194,4.8386,6.8169,8.5058,6.0057,7.1558,10.9993,14.1340,64.7113,64.4579,64.3860,64.9334,,
Mandl,Small Etching Device_ORB0004_Innenlage_FR,Innenlage,Etching_Trials,FR,Front,Misch-d_6_FR,2016-05-25 07:08:46,1,2,TRACE16,443.290,151.660,-22.226,-,17.1200,16.4375,16.7867,17.0304,,61.0353,59.6360,60.3189,60.9744,,62.9447,61.6757,62.3913,63.2504,,65.3514,64.1580,64.9703,67.4083,,,90.4780,90.6740,88.9213,,,88.5280,88.5660,86.7882,,,86.1688,86.0062,83.6987,,0.4135,0.4646,0.5456,0.4840,,0.5196,0.5705,0.6615,0.6005,,3.1983,3.4382,3.9650,4.1641,,1.4969,1.6636,1.9220,1.9699,,1.7013,1.7745,2.0430,2.1942,,3.0656,3.2903,3.6197,3.5436,,0.8493,0.6710,0.8087,0.9506,1.3357,1.1328,0.8705,1.0592,1.2435,1.7413,8.7415,6.5785,8.7304,9.7414,13.9996,4.6989,3.2879,4.3522,6.0604,8.7817,4.0426,3.2906,4.3782,3.6810,5.2179,7.5934,6.3856,7.9645,8.7069,11.6400,63.1933,61.8970,62.6446,64.1913,,
